["U.S. News", "\n    This Sunday, Some Churchgoers May Choose to Pack Guns With Their Bibles    - WSJ\n   This Sunday, Some Churchgoers May Choose to Pack Guns With Their Bibles    Congregations face question of security at services in wake of Texas shooting; \u2018a responsibility to protect the flock\u2019 Workers on Thursday replaced the front door of the First Baptist Church of Sutherland Springs, Texas, where a gunman shot and killed 26 people and wounded 20 others on Nov. 5.Photo: Scott Olson/Getty Images By \nIan Lovett\n and  \nErin Ailworth\n As he does every\u00a0Sunday, the Rt. Rev. Council Nedd II, an Anglican rector, put on his collar and robes to offer Mass at his central Pennsylvania church. Now, he is considering wearing something else with his religious vestments: his handgun. As a Pennsylvania state constable,\u00a0Dr.\u00a0Nedd can bring his gun just about everywhere\u2014to the grocery store, to the park and to synagogues and other houses of worship, where he often acts as security. His church was the one place where he went unarmed. As he does every\u00a0Sunday, the Rt. Rev. Council Nedd II,  an Anglican rector, put on his collar and robes to offer Mass at his central Pennsylvania church. Now, he is considering wearing something else with his religious vestments: his handgun. As a Pennsylvania state constable,\u00a0Dr.\u00a0Nedd can bring his gun just about everywhere\u2014to the grocery store, to the park and to synagogues and other houses of worship, where he often acts as security. His church was the one place where he went unarmed."]
["U.S. News", " \u201cWeapons do not belong in church,\u201d he said. But, as a bishop, he has \u201ca responsibility to protect the flock,\u201d he added.  Dr. Nedd said he didn\u2019t bring his weapon to church this Sunday, but plans to in the future. One week after a shooting at a Texas church left 26 dead and 20 more wounded, congregations gathering for worship around the country Sunday once again faced the question of security. Long the last frontier where many gun owners went unarmed, the faithful are now\u00a0considering whether they should bring firearms to their houses of worship as well. Many who live near Sutherland Springs, Texas, where last week\u2019s shooting took place, said they didn\u2019t bring their weapons into their houses of worship.  Tomie Barker,  who attends Christ Lutheran Church of Elm Creek in Seguin, Texas, about 15 miles north of Sutherland Springs, said her husband didn\u2019t have the firearm he is licensed to carry on him last Sunday when their church was locked down following the shooting at the nearby First Baptist Church.\u00a0But, she said, he planned to have it with him\u00a0this Sunday. \u201cWhy would we take a gun to church? Church and school\u2014we feel like we ought to be safe,\u201d she said\u00a0on Saturday, nearly a week after the shooting. \u201cBut he\u2019s not leaving home without it now.\u201d Ms. Barker, 60, thinks other worshipers will feel the same, and said she told her pastor that the church should probably make note of who is armed in case another emergency arises."]
["U.S. News", "\u201cI\u2019ve told everybody, I told my pastor: I\u2019m not going to be a sitting duck or a fish in the barrel,\u201d she said. \u201cWe know all about the whack-a-doodles and the copycats.\u201d Houses of worship are among the softest of soft targets, with inherent missions and traditions emphasizing peace and welcoming. Since 2012, there have been at least a dozen deadly shootings at houses of worship. Churches, synagogues, mosques and Sikh temples have struggled to balance their desire to provide an open sanctuary for the community with security. In recent years, many houses of worship have installed cameras and hired armed guards. The Prestonwood Baptist Church in Plano, Texas, in response to the Sutherland Springs shooting, offered a free seminar on church security. Representatives from more than 300 churches signed up for the course within three days.Photo: Stewart F. House/Getty Images After the shooting last Sunday, Ken Paxton,  the Texas attorney general, said churches needed armed protection. Another shooting is \u201cgoing to happen again, so we need people in churches, either professional security or at least arming some of the parishioners,\u201d he said in an interview on Fox News. Prestonwood Baptist Church, a megachurch in Plano, Texas, announced last week that it would be holding a free seminar on church security. Representatives from more than 300 churches, large and small, signed up within three days."]
["U.S. News", "With roughly 12,000 attendees at its services every\u00a0Sunday, Prestonwood has armed security guards. Jack Graham,  the church\u2019s pastor, said the church had resisted putting in metal detectors so that the church would continue to feel welcoming, and didn\u2019t allow open carry of firearms for the same reason. He suspects some congregants with concealed-carry permits do bring their firearms. \u201cFrankly, it brings some comfort,\u201d Dr. Graham said of the armed church members. \u201cIf there had been someone with a weapon in that little church, maybe that could have been prevented.\u201d But not every house of worship can afford\u00a0private security. Smaller churches are now considering arming the congregation or clergy. Tambria Read, a schoolteacher and chairwoman of the Sutherland Springs Historical Museum, owns a gun and supports people being able to carry them, but had always preferred to keep firearms out of religious spaces. \u201cI\u2019m not too crazy about guns in church\u2014somebody could take the gun and do something,\u201d said Ms. Read, 59, who sometimes worshiped at the First Baptist Church but wasn\u2019t there last week. \u201cMaybe somebody in a church needs a gun, someone strategic, but not everybody in a pew.\u201d St. Alban\u2019s Anglican Church in Pine Grove Mills, Pa., where Dr. Nedd is rector, has roughly 50 members, and no budget for private security. Until several years ago, the church was open 24 hours a day, with no locks on the doors. After a deadly shooting at the Emanuel African Methodist Episcopal Church in Charleston, S.C., last year, the St. Alban\u2019s congregation discussed security measures. When a newcomer showed up, everyone eyed him warily. Dr. Nedd considered bringing his gun, but decided against it."]
["U.S. News", " Wendy Coulson,  a 55-year-old member of St. Alban\u2019s congregation, said she had never brought a gun to church before last year. Tambria Read, a schoolteacher and gun owner in Sutherland Springs, said she had always preferred to keep firearms out of religious spaces, but \u2018maybe somebody in a church needs a gun, someone strategic.\u2019Photo: Tawnell D. Hobbs/The Wall Street Journal Then, one\u00a0Sunday\u00a0after the Charleston shooting,\u00a0she was\u00a0spiritually guided\u00a0to bring her gun, she said. Ms. Coulson has a concealed carry permit, and didn\u2019t tell anyone it was with her, she said. Though she hasn\u2019t brought her gun since, having it that day made her feel better, she said. \u201cThe reality of the times is that, if I\u2019m in church, I can\u2019t be completely abandoned to my worship, because I have half an ear listening for a strange sound\u2014that\u2019s the unfortunate part of what we\u2019re dealing with today,\u201d said Ms. Coulson, an engineering consultant. \u201cIf somebody were to target our church, I definitely would feel more comfortable that somebody else had an opportunity to slow them down,\u201d she added.  Inez Howe,  another parishioner, is from a house with \u201cso many guns.\u201d But her family, too, hasn\u2019t brought them to church. She uses the guns largely for rattlesnakes, she said, adding that her husband, a devoted shooter and collector, doesn\u2019t want to be in a position of using a gun to kill a person. Still, Ms. Howe would be more comfortable now if someone\u2014\u201cmaybe the bishop\u201d\u2014would be armed in church."]
["U.S. News", "\u201cI would never have even thought of a gun in church,\u201d Ms. Howe, 74, said. \u201cBut if someone would walk in, I\u2019d hope that we would be prepared.\u201d \u2014Tawnell D. Hobbs contributed to this article.  Write to Ian Lovett at Ian.Lovett@wsj.com and Erin Ailworth at Erin.Ailworth@wsj.com  \n              {{summary.headline}}\n             THANKS FOR READING The Wall Street Journal Continue Reading Your Article With a WSJ Membership Copyright \u00a92017 Dow Jones & Company, Inc. All Rights Reserved."]
["Politics and Policy", "\n    Much of Federal Government Expected to Keep Running in Shutdown  - WSJ\n   Much of Federal Government Expected to Keep Running in Shutdown  Contingency plans, an increasingly familiar part of agency life, detail how some agencies would keep working The 2013 U.S. government shutdown led to a number of National Park Service sites being closed to the public, including the Lincoln Memorial in Washington.Photo: Carolyn Kaster/Associated Press By \nLouise Radnofsky\n WASHINGTON\u2014If the federal government shuts down Saturday morning, much of its work is expected to continue because President Donald Trump\u2019s administration plans to proceed with many operations despite a lack of official funding.  The State Department would generally continue to operate with funds that officials can access until they run out, though some operations could be restricted, the department said. Nearly 90% of Department of Homeland Security staff would also continue to work because they are considered essential staff,...\n WASHINGTON\u2014If the federal government shuts down Saturday morning, much of its work is expected to continue because President Donald Trump\u2019s administration plans to proceed with many operations despite a lack of official funding.  The State Department would generally continue to operate with funds that officials can access until they run out, though some operations could be restricted, the department said. Nearly 90% of Department of Homeland Security staff would also continue to work because they are considered essential staff, that agency said. "]
["Politics and Policy", "The Department of Defense published Friday an updated plan showing many operations would continue, including in Afghanistan and against al Qaeda and Islamic State of Iraq and Syria. Secretary of Defense Jim Mattis plans to travel to Asia this weekend as scheduled, because, the department said, \u201cthe secretary\u2019s trip is necessary for national security and foreign relations.\u201d At the Environmental Protection Agency, employees received an email Friday from administrator Scott Pruitt informing them to come to work next week even if the government shuts down. \u201cAt this time EPA has sufficient resources to remain open for a limited amount of time in the event of a government shutdown,\u201d according to the email.   As the 12:01 a.m. Saturday deadline loomed, several agencies released revisions to their plans that would include an even wider scope of operations than previously indicated. A detailed picture, including myriad justifications for shutdown exceptions, had come from hundreds of pages of plans updated by federal agencies in 2017 and published online.  The director of the White House Office of Management and Budget, Mick Mulvaney,  said Friday that his agency intended to manage the shutdown across the federal government differently from the approach taken by former President Barack Obama\u2019s administration in 2013. \u201cWe are going to manage the shutdown differently; we are not going to weaponize it,\u201d said Mr. Mulvaney, who in 2013 was among congressional Republicans accusing Mr. Obama\u2019s Democratic administration of closing popular elements of government, such as national monuments, to turn public opinion against the GOP. Senior administration officials said Friday night they had sought to apply \u201cflexibility\u201d to shutdown rules."]
["Politics and Policy", "Mr. Mulvaney said national parks would remain open, unlike in 2013, though trash collection would be suspended. He said he believed the parks would be adequately staffed to maintain security. Social Security payments are expected to be deposited as 53,000 workers for that agency stay on the job because the payments don\u2019t rely on an annual appropriation and by \u201cnecessary implication,\u201d government lawyers have decided, the administration should make sure they go out. The planned Women\u2019s March on the National Mall should be able to go ahead, as the National Park Service said it has special provisions for First Amendment activities that require crowd control. Meat, poultry and egg inspections are scheduled to continue because they are considered by the U.S. Department of Agriculture to be essential to safeguarding human life. And so, too, will the work of special counsel Robert Mueller who is investigating potential Russian interference in the 2016 election because that doesn\u2019t rely on an annual funding  In December, S&P Global Ratings estimated a fresh shutdown \u201ccould shave approximately 0.2 percentage points, or $6.5 billion, off of real fourth-quarter GDP growth for each week it drags on.\u201d Mr. Obama\u2019s budget office concluded the impact of the 16-day shutdown in 2013 was worse than realized\u2014including a loss of 6.6 million work days from furloughed employees who were paid about $2 billion for work not performed."]
["Politics and Policy", "If the government shuts down again, people who need a new or replacement social-security card will have to wait. The National Gallery of Art and Smithsonian museums have enough money to stay open Saturday and Sunday and would close thereafter. Some federally produced economic reports won\u2019t be released. At the Internal Revenue Service, 43.5% of employees would continue working, a higher percentage than during the tax agency\u2019s less-busy months. The individual income tax filing season is scheduled to start Jan. 29.  Criminal investigations would continue, as would tax collections. But the IRS would halt most audits and wouldn\u2019t issue refunds, according to the agency\u2019s shutdown plan. The agency is also developing regulations to implement the tax law that Mr. Trump signed in December, but many IRS lawyers aren\u2019t considered essential personnel.  The Federal Mine Safety and Health Review Commission is planning to keep five presidential appointees, one administrative judge, two employees and a computer expert on the job in case of an emergency, telling everyone else to stay home. And while payments to physicians treating older people in the Medicare program will continue, about half of the Department of Health and Human Services staff would be furloughed, the agency said. Substance-abuse hotlines, custody of unaccompanied immigrant children and care for patients currently enrolled at the National Institutes of Health would continue."]
["Politics and Policy", "But the NIH would be unable to accept new patients, the federal Centers for Disease Control and Prevention could be unable to maintain its seasonal flu program and most Food and Drug Administration safety activities would have to stop. Senior administration officials late Friday said that it wasn\u2019t the case that flu activities would be suspended. After the shutdown in October 2013, many federal workers now know the drill: Report to work for four hours of the first working day of a shutdown to learn whether they are subject to furloughs or considered exempt, put up \u201cout of office\u201d notices, secure property and tie up loose ends for an indefinite period. And unlike past shutdowns, federal workers can now readily access detailed guides from the Office of Personnel Management explaining that in some states they can file for unemployment compensation while going without paychecks, but will have to pay it back if they are awarded back pay, which Congress authorized in 2013. At a White House briefing Friday Mr. Mulvaney didn\u2019t say whether he supported giving federal workers, both those furloughed and those who work during the shutdown, back pay at the eventual end of the shutdown. Some congressional Democrats said they were not confident that Congress could work out a deal to authorize it.  Rep. Gerry Connolly, (D., Va.) whose district includes many federal employees, said he wasn\u2019t certain that Mr. Trump would sign such legislation.  Write to Louise Radnofsky at louise.radnofsky@wsj.com "]
["Politics and Policy", "\n              {{summary.headline}}\n             THANKS FOR READING The Wall Street Journal Continue Reading Your Article With a WSJ Membership Copyright \u00a92017 Dow Jones & Company, Inc. All Rights Reserved."]
["Credit Markets", "\n    Higher Yields Damp China\u2019s Corporate Bond Market - WSJ\n   Higher Yields Damp China\u2019s Corporate Bond Market Central bank moves to stabilize the yuan and curb financial risks have made bond issues more expensive for companies People view the Shanghai skyline. Photo: roman pilipey/European Pressphoto Agency By \nChao Deng\n BEIJING\u2014In an economy deeply reliant on bank funding, China\u2019s bond market was supposed to offer an alternative for domestic borrowers. Now, new priorities are throwing a wrench in those plans. To steady the yuan and rein in financial risks, the People\u2019s Bank of China, the country\u2019s central bank, has twice raised a suite of short-term interest rates since late January. The moves have sent borrowing rates between banks soaring.  One...\n BEIJING\u2014In an economy deeply reliant on bank funding, China\u2019s bond market was supposed to offer an alternative for domestic borrowers. Now, new priorities are throwing a wrench in those plans. To steady the yuan and rein in financial risks, the People\u2019s Bank of China, the country\u2019s central bank, has twice raised a suite of short-term interest rates since late January. The moves have sent borrowing rates between banks soaring.  One unintended consequence: Banks, the biggest holders of Chinese bonds, are now increasingly selling down their bondholdings to boost liquidity. That has pushed up yields in the market, which makes bond issuance more expensive for companies."]
["Credit Markets", "When Hengtong Group Co. Ltd., a manufacturer of fiber-optic cables, sought to issue a one-year bond this March, it discovered that it would have to pay 5.7% a year to raise 600 million yuan ($87 million), much higher than the 4.35% interest rate banks were charging for loans. The Suzhou-based company canceled the issue that was supposed to go toward paying off maturing bank loans. \u201cThe price was too high,\u201d said L\u00fc Zhigang, who oversees Hengtong\u2019s fundraising. He said the company consulted a number of brokerages and analysts, and got a verdict: \u201cThis year isn\u2019t a good time to issue bonds.\u201d Mr. L\u00fc said the firm would use its existing funds to pay off the bank loans, due at various stages this year, and consider issuing bonds with longer maturities. In the first quarter, 130 companies dropped or delayed 119.95 billion yuan ($17.4 billion) in bond-issuance plans, the highest amount for the quarter since 2014, according to database Wind Information Co. Many of the firms -- which span industries from tourism to electronics and construction -- attributed the cancellations to \u201crecent changes in the market\u201d or \u201cmarket volatility.\u201d Overall bond issuance in the quarter dropped 38.5% from a year earlier. The retreat by Chinese companies is a setback for Beijing, which has pledged to give market forces a bigger role in the economy. One of the most important financial reforms in recent years was opening up the mainland bond market to global investors."]
["Credit Markets", "\u201cThe government wants more direct financing,\u201d where institutional investors rather than the government determines debt issuance, said Larry Hu,  an economist at\n            Macquarie Group\n Ltd.\n At $9.6 trillion, China\u2019s bond market is the world\u2019s third largest. Nonetheless, bonds make up only 17% of China\u2019s total social financing, a broader measurement of credit in the economy that includes nonbank debt, compared with 70% for bank loans. In Europe, a dependence on bank lending led to credit crunches during the financial crisis. Policy makers have since tried to expand the corporate bond market. Chinese regulators haven\u2019t yet experienced a crisis of that magnitude, though the latest bond hiccups are a reminder of the challenge for authorities in maintaining stability while reining in debt levels. The recent flight from bond issuance doesn\u2019t necessarily mean a credit squeeze. An overwhelming majority of companies seeking to tap the Chinese bond market are state-owned, with access to alternative funding channels. People familiar with two state-owned firms that canceled issues\u2014Weifang Binhai Tourism Group Co. Ltd. and Fujian Electronics and Information (Group) Co. Ltd.--said that higher-than-expected rates prompted the cancellations, but the firms weren\u2019t suffering from a funding shortage. After canceling a February issue, Fujian Electronics issued a bond at the end of March on the Shanghai Stock Exchange, as liquidity eased slightly. But in ailing sectors, such as coal and steel, the higher bond costs mean even state firms might face funding pressures, according to analysts and underwriters. "]
["Credit Markets", "Economists expect costs for issuers in China\u2019s bond market to remain high this year, as central-bank Gov. Zhou Xiaochuan has signaled a tighter hold on credit to avoid fueling asset bubbles and help companies reduce debt.   An investment banker at a Chinese securities firm said that the higher bond costs are pushing some firms to choose debt instruments with maturities of less than one year, a strategy that means frequent and costly rollovers for firms with longer-term funding needs. Earlier this month, Chinese regulators barred companies from using lower-rated corporate bonds as collateral for borrowing short-term cash, a move that further reduces the bond market\u2019s appeal.  The central bank is also trying to get banks to curb speculative activity, such as wealth-management products that are invested in bonds and don\u2019t appear on the banks\u2019 books. That amounts to another tightening on banks\u2019 liquidity.  Defaults in China\u2019s bond market have been rare but are an increasing worry for investors. Eight Chinese companies have defaulted on their bonds so far this year, down from 11 in the same period last year but well above just three in the 2015 period. Foreign investment in China\u2019s bond market is meager at less than 2%, with demand for corporate bonds virtually zero. Arthur Lau, a bond-fund manager at PineBridge Investments, said his firm recommends investors stick with government and policy bank bonds in China, as defaults in corporate bonds will likely rise. "]
["Credit Markets", "\u201cIt doesn\u2019t make sense to take the risk,\u201d he said. \u201cYou\u2019re going to see a lot of volatility.\u201d \u2014Shen Hong in Shanghai contributed to this article.  Write to Chao Deng at Chao.Deng@wsj.com \n              {{summary.headline}}\n             THANKS FOR READING The Wall Street Journal Continue Reading Your Article With a WSJ Membership Copyright \u00a92017 Dow Jones & Company, Inc. All Rights Reserved."]
["Technology", "\n    Twitter Overstated Number of Users for Three Years - WSJ\n   Twitter Overstated Number of Users for Three Years Social-media company says it will remove advertising from its site from two Russian media outlets Twitter restated the number of users for the past three quarters.Photo: Matt Rourke/Associated Press By \nGeorgia Wells\n Twitter Inc. on Thursday said it overstated its number of users for the past three years and committed to take advertising off its site from two Russian media outlets, while reporting modest user growth for the third quarter. Even so, the social-media company\u2019s shares gained nearly 19% as Twitter also reported a narrower loss for the quarter and raised its earnings forecast for the current period. At Thursday\u2019s closing price of $20.32, the stock is still below its 2013 initial offer price of $26. Twitter Inc. on Thursday said it overstated its number of users for the past three years and committed to take advertising off its site from two Russian media outlets, while reporting modest user growth for the third quarter. Even so, the social-media company\u2019s shares gained nearly 19% as Twitter also reported a narrower loss for the quarter and raised its earnings forecast for the current period. At Thursday\u2019s closing price of $20.32, the stock is still below its 2013 initial offer price of $26. Twitter said it will no longer accept advertising from any account owned by Russian-backed news outlets RT and Sputnik. U.S. intelligence officials have described RT as \u201cthe Kremlin\u2019s principal international propaganda outlet.\u201d"]
